takes,480
fft,480
inferred,478
supports,478
sizes,478
mgr,478
Example,477
segments,477
importlib,476
RGB,476
limits,476
fonts,476
no_default,476
Not,475
keywords,475
requirement,475
markers,475
useful,474
initial,474
exclude,474
RFC,473
ind,473
assert_allclose,473
short,472
patches,472
eval,469
issubclass,468
frames,466
large,466
weekday,465
turtle,464
loader,463
libraries,463
previous,462
concatenate,462
degrees,462
events,460
QUOTATION,460
observed,460
Each,459
sides,459
ttLib,459
utc,458
xmlWriter,458
stored,457
tdi,457
syntax,456
digits,456
archive,455
underlying,455
hours,455
scalars,455
expand,454
_value,454
sqrt,453
word,453
sets,452
extents,452
XML,451
op_name,451
TypeVar,450
UnionType,450
tail,449
considered,449
rename,449
writing,448
statements,448
Don,447
Read,446
matrix,446
resulting,445
rec,445
written,444
small,444
high,444
passing,444
positive,443
Node,443
asfreq,443
decorator,441
www,441
isnan,441
result2,441
something,440
tell,440
allows,440
nearest,440
ints,439
implement,438
contextlib,438
setup_path,438
configuration,437
df_orig,437
supplied,436
version_info,436
DatetimeArray,436
every,435
low,435
handling,435
frequency,434
elem,434
document,434
yaxis,434
dtype_backend,433
your,432
included,432
reading,431
pairs,431
additional,431
ISO8859,431
indexing,430
docs,430
utils,430
orig,430
colormap,430
readline,429
dedent,429
cond,429
output_dir,429
representing,428
BaseException,428
storage_options,428
frozenset,427
determine,427
readonly,427
resp,427
whitespace,426
globals,426
rules,426
arrow,426
pathlib,426
locator,426
dta,426
col2,425
against,424
visible,424
requirements,424
Transform,424
email,423
depth,423
projection,423
timedelta_range,423
MaskedArray,423
Common,422
rank,422
beginning,421
anything,421
span,421
rhs,420
weight,419
assert_extension_array_equal,419
features,418
cell,418
flat,418
otTables,418
component,417
best,417
enum,417
expressions,417
similar,416
Offset,416
formatted,415
Expected,415
big,414
sig,414
stdin,414
nditer,414
letter,413
Copyright,413
sin,413
counts,413
arg_names,412
factor,412
translate,412
deltas,412
modified,411
fails,411
return_value,411
password,411
testcase,411
parse_dates,411
public,410
exactly,410
Unicode,409
flush,409
scatter,409
rule,408
operands,408
weights,408
quantile,408
argv,407
exc_info,407
candidate,407
styles,407
Var,407
specifier,406
filenames,405
remaining,405
String,405
curve,405
colorbar,405
END,404
box_with_array,404
steps,403
chk,403
caller,402
returning,402
edge,402
bold,402
prod,402
Write,401
separator,401
linear,400
err_msg,400
images,400
Tests,400
backward,399
reversed,399
overflow,399
StreamReader,399
floats,398
provide,398
_from_sequence,398
stats,397
ImageFile,397
due,396
legacy,396
references,396
private,396
provides,396
threading,396
sql,396
min_count,396
disable,395
StreamWriter,395
RGBA,395
con,395
interpreter,394
cov,394
connect,393
wrong,392
ASCII,392
vector,392
language,392
aliases,392
get_loc,392
Coverage,392
__version__,391
known,391
csv,391
builder,391
analysis,390
Find,389
minute,389
dimensions,389
chain,388
bases,388
rather,387
sequences,387
subclasses,387
datapath,387
analyzed,387
product,386
reset_index,386
Tag,384
compute,383
pid,383
IncrementalEncoder,383
subplot,383
mcolors,383
expect,382
logic,382
starting,381
words,381
transforms,381
prereleases,381
Bbox,381
lock,380
FORM,380
atol,380
examples,379
selector,378
correctly,377
init,377
screen,377
cookie,377
generate,376
dry_run,376
BRACKET,376
ProperType,376
require,375
HTML,375
find_stack_level,375
to_numpy,374
ignore_index,374
einsum,373
Some,372
task,372
TupleType,372
subtable,372
very,371
power,371
HTTP,371
gets,370
duplicate,370
converter,370
conv,370
upper_bound,370
isin,370
send,369
dimensional,369
Config,369
divmod,368
platforms,368
ArrowDtype,368
algorithm,367
Value,367
Options,366
setter,366
IncrementalDecoder,366
imports,365
visit,365
wheel,365
parallel,365
locs,365
Block,364
trans,364
intersection,364
widths,364
ssl,363
pa_type,363
delete,362
StringDtype,362
Dict,361
interpolate,361
_ndarray,361
Affine2D,361
nothing,360
unsupported,360
requested,360
proxy,359
ensure_clean,359
wrap,358
tmp_path,358
PIL,358
sheet_name,358
things,357
trace,357
NOT,357
imported,357
generator,357
hello,357
TILDE,357
aspect,357
warn_copy_on_write,357
sort_index,357
push,356
Ensure,356
Length,356
ExtensionDtype,356
usecols,356
ambiguous,355
getvalue,355
setdefault,354
begin,354
updated,354
argparse,353
partition,353
extras,353
Line2D,353
automatically,352
plotting,352
Base,351
rstrip,351
preserve,350
hashes,350
cover,349
attrib,349
figsize,348
_file,347
background,347
better,346
arbitrary,346
creating,346
normalized,346
coerce,346
TypedDict,346
BLOCK,346
wait,345
pixels,345
is_list_like,345
look,344
dataclass,344
makes,343
skipped,343
associated,343
perform,343
txt,343
metrics,343
finder,342
average,342
divide,341
execute,341
dateutil,341
store_true,340
registry,340
abspath,340
suite,340
async,340
move,340
resolution,340
temporary,340
pdf,340
outfile,340
handled,339
errstate,339
NameExpr,339
ONE,338
Generic,337
Parse,337
policy,337
byteorder,337
Must,337
ufffe,337
ydata,337
artists,337
packaging,336
edgecolor,336
resource,335
UserWarning,335
epoch,335
future_stack,335
implicit,334
module_name,334
vars,334
First,334
overlap,334
_name,334
Decorator,334
formatting,333
slow,333
as_index,333
array_like,333
xdata,333
thing,332
made,332
plain,332
pragma,332
Styler,332
df3,332
expected_dtype,332
renderable,332
seen,331
mock,331
categorical,331
everything,330
down,330
Argument,330
handlers,330
box_expected,330
transformation,329
plugins,329
Console,329
iinfo,329
metavar,328
lhs,328
Float64,328
float16,328
ser2,328
opts,327
__module__,327
fileobj,327
win32,327
cumsum,327
really,325
__iter__,325
according,325
client,325
refs,325
_buffer,324
Table,324
greater,323
own,323
Generator,323
particular,323
seq,323
ExtendedContext,323
multiply,323
sysconfig,323
DatetimeTZDtype,323
__file__,322
verify,322
border,321
requests,321
schema,321
uint32,321
ffill,321
trailing,320
again,320
dump,320
minutes,320
Class,319
PeriodDtype,319
searchsorted,319
object_,319
assume,318
sample,318
SEPARATOR,318
rectangle,318
argsort,318
Matplotlib,318
possibly,317
structure,317
ncols,317
SQUARE,317
stride,317
imshow,317
aligned,316
tar,316
longer,315
effect,315
Other,315
specification,315
taken,315
Data,315
__hash__,315
render,315
transpose,315
container,314
tmp,314
Content,314
contextmanager,314
bounding,314
radius,314
algos,314
With,313
proto,313
errno,313
grouping,313
xmin,313
SyntaxError,312
machine,312
tools,312
checked,311
scripts,311
boxplot,311
chars,310
cached,309
bytearray,309
breaks,309
DEVICE,309
alignment,308
na_rep,308
bin,307
executed,307
though,307
return_type,307
coords,307
rep,307
rtol,307
members,306
includes,306
modify,306
mtransforms,306
However,305
site,305
speed,305
hist,305
verts,305
xmax,304
enough,303
SparseDtype,303
replaced,302
descriptor,302
Try,301
resolve,301
shutil,301
replacement,301
queue,301
inference,301
scipy,301
TimedeltaArray,301
triangles,301
Helper,300
frozen,299
pipe,299
is_integer,299
isdir,298
pathname,298
probably,298
adding,298
Distribution,298
circle,298
Item,298
LINE,298
comments,297
entire,297
arr2,297
savefig,297
related,296
neither,296
unsafe,296
pixel,296
strides,296
DataFrameGroupBy,296
tup,295
whose,295
annotation,295
endpoint,295
dimension,295
dataframe,295
tgt,295
duplicates,294
unused,294
getLogger,294
uniques,294
to_csv,294
sstruct,294
Should,293
alt,293
selection,293
UnpackType,293
new_index,292
assert_array_almost_equal,292
adjust,291
progress,291
NoDefault,291
Values,290
baseline,290
JSON,290
value_counts,290
read_excel,290
res2,290
bug,289
fileno,289
complex128,289
dummy,288
cos,288
remove_text,288
leading,287
maxsize,287
ABC,287
Input,287
various,286
give,286
compressed,286
tile,286
FuncDef,286
Using,285
splitlines,285
ratio,285
_path,285
ABCD,285
downcast,285
zorder,285
glyphSet,285
enabled,284
dependency,284
nonzero,284
together,284
__setattr__,284
recursive,283
NamedTuple,283
stable,283
margins,283
to_timedelta,283
is_scalar,283
add_newdoc,283
compiled,282
Call,282
treated,282
void,282
skipif,282
PeriodArray,282
complete,281
maps,281
abstract,281
_state,281
depending,281
overridden,281
drawn,281
storage,281
blk,281
max_rows,281
filters,280
set_xlim,280
properly,279
username,279
verbosity,279
Pattern,279
File,278
whole,278
loads,278
naive,278
page,278
namespaces,278
warns,278
_pa_array,278
quiet,277
won,277
varfont,277
loaded,276
native,276
choice,276
methodcaller,276
setuptools,276
HALF,276
_winapi,275
dirs,275
ABOVE,275
followed,274
identical,274
metaclass,274
NULL,274
CEDILLA,274
rect,274
notna,274
share,273
appear,273
dumps,273
fine,273
defaultdict,273
eps,273
Column,273
AAPL,273
urllib3,273
TypeVarType,273
construct,272
coordinate,272
expected2,272
NaNs,271
unexpected,271
NoneType,271
D_arr_0p5,271
wrapped,270
TypeAlias,270
allow_fill,270
spaces,269
latin,269
combine,269
emit,269
installation,269
grouper,269
to_frame,269
transData,269
pkg,268
Generate,268
ord,268
monkeypatch,268
unstack,268
backends,268
extract,267
ans,267
__setitem__,267
separated,267
settings,267
angles,267
include_dirs,267
aux,267
_log,266
__exit__,265
term,265
dataclasses,265
theta,265
UNDEFINED,265
check_figures_equal,265
processing,264
pull,264
transport,264
dispatch,264
square,264
expanding,264
pool,264
Protocol,263
Please,263
svg,263
unittest,263
textwrap,263
THREE,263
decoding_table,263
tslibs,263
_simple_new,263
dt1,263
ymin,263
MypyFile,263
margin,262
fix,262
rotation,262
fonttools,262
helper,261
problem,261
OrderedDict,261
iteration,261
START,261
THAI,261
string_series,261
_creso,261
nomask,261
glyf,261
starts,260
constraints,260
branch,260
delimiter,260
variance,260
Traceback,259
determined,259
x01,259
targets,259
dep,259
read_ext,259
Function,258
tarinfo,258
rounding,257
usually,257
Compute,257
separate,257
dim,257
roll,257
tz_convert,257
summary,256
defines,256
duplicated,256
master,256
cats,256
linestyle,256
ARG_POS,256
trigger,255
Used,255
depends,255
reduction,255
Option,255
area,255
ACCENT,255
date_format,255
dt2,255
yerr,255
faster,254
region,254
Pacific,254
pytz,254
facecolors,254
assign,253
quote,253
NOTE,253
produce,253
AST,253
get_option,253
THAN,253
netloc,253
polar,253
exe,252
Same,252
others,252
processed,252
middle,252
div,252
happen,251
much,251
quoted,251
aware,251
License,251
supertype,251
unchanged,250
glob,250
specifying,250
frac,250
TWO,250
failure,249
profile,249
Artist,249
get_indexer,249
to_json,249
set_ylim,249
usr,248
RuntimeWarning,248
Handle,248
users,248
decorators,248
behaviour,248
debugging,248
black,248
resize,248
bfill,248
start_mark,248
namedtuple,247
registered,247
four,247
Now,247
mapped,247
compress,247
cross,247
randint,247
Special,246
css,246
TTFont,246
mpl20,246
identity,245
represents,245
copied,245
edges,245
stacked,245
ymax,245
safeEval,245
let,244
trying,244
Passing,244
cut,244
New,244
consistent,244
assigned,244
individual,244
xFF,244
justify,244
Segment,244
ncu,244
general,243
static,243
mid,243
joined,243
mouse,243
tokenizer,243
AxisInt,243
Grouper,243
sharex,243
repl,242
readable,242
gives,242
blank,242
reserved,242
mro,242
fraction,242
zone,242
etree,242
_typing,242
na_values,242
result1,242
LINETO,242
relevant,241
Called,241
factory,241
cur,241
proc,241
to_replace,241
str_,241
get_figure,241
UninhabitedType,241
interactive,240
occurs,240
smaller,240
prevent,240
definitions,240
Collection,240
gen,240
clause,240
modname,239
active,239
third,239
project,239
T00,239
filesystem,238
larger,238
basic,238
Encoding,238
isfile,237
StopIteration,237
operators,237
indicating,237
nodeid,237
boundary,236
__enter__,236
device,236
gid,236
checker,236
_loop,236
fspath,235
builtin,235
But,235
tempfile,235
__len__,235
ready,235
callbacks,235
SPACE,235
suppress,234
tight,234
serialize,234
IntervalArray,234
Warning,233
Since,233
doing,233
opname,233
writeable,233
merger,233
started,232
remainder,232
await,232
cycle,232
fold,232
combined,232
const,232
python_version,232
quotes,231
fall,231
choices,231
variant,231
Command,231
week,231
track,231
message_registry,231
likely,230
__getattr__,230
rgb,230
broadcast,230
skew,230
BlockManager,230
recent,229
interpreted,229
imag,229
performance,229
datetime_frame,229
hex,228
microseconds,228
auth,228
corner,228
_cache,228
Microsoft,228
monotonic,227
matched,227
markup,227
egg,227
library_dirs,227
hatch,227
IntervalDtype,227
can_cast,227
assert_categorical_equal,227
gca,227
happens,226
comp,226
new_values,226
Europe,226
fut,226
cache_readonly,226
attempt,225
optimization,225
bool_t,225
is_subtype,225
backwards,224
enable,224
wraps,224
inverse,224
xsl,224
cursor,224
ticker,224
holidays,224
multiarray,224
skiprows,224
simply,223
Build,223
creation,223
overlapping,223
applymarker,223
copy_modified,223
Normalize,222
contained,222
Empty,222
addr,222
Scalar,222
DefaultTable,222
home,221
able,221
selected,221
argmax,221
InstallRequirement,221
instring,221
memo,220
little,220
temp,220
floor,220
rich,220
sorting,220
seed,220
read_json,220
ArrowExtensionArray,220
nlevels,220
na_position,220
specifies,219
expanded,219
Internal,219
Setting,219
inclusive,219
drawing,219
finfo,219
lvalues,219
to_html,219
_check_plot_works,219
did,218
nargs,218
having,218
aren,218
ver,218
timer,218
Day,218
transformed,218
Statement,218
semantic,218
caption,218
check_dtype,218
contiguous,217
indicates,217
